build,suite,cell,rep,ms
c,batch,round3,regexp-search-1MB,3,47.2348,,
c,batch,round3,regexp-search-1MB,4,27.5702,,
c,batch,round3,regexp-search-1MB,5,29.3465,,
c,batch,round3,regexp-search-1MB,6,29.2664,,
c,batch,round3,gc-full,0,23.3386,,
c,batch,round3,gc-full,1,10.5350,,
c,batch,round3,gc-full,2,14.2145,,
c,batch,round3,gc-full,3,15.9163,,
c,batch,round3,gc-full,4,11.2939,,
c,batch,round3,gc-full,5,13.4804,,
c,batch,round3,gc-full,6,17.9501,,
